! core d(kpc area(''^2) T  peak-flux
!
pol1   3.6   0.5002     25 2.84e-03
pol2   3.6   0.3649     25 2.32e-03
pol3   3.6   2.0803     25 4e-03
pol4   3.6   0.3471     25 1.3e-03
pol5   3.6   1.0583     25 2.84e-03
pol6   3.6   0.5088     25 2.1e-03
pol7   3.6   0.3757     25 2.8e-03
pol8   3.6   0.3536     25 2.22e-03
pol9   3.6   1.6985     25 7.3e-02
pol10  3.6   0.7492     25 3.85e-03
pol11  3.6   0.5598     25 1.5e-03
