! core d(kpc  area(''^2) T  
!
pol1   3.6    1.1668     25  7.3e-04
pol2   3.6    0.4128     25  8e-03
pol3   3.6    0.3406     25  1.33e-03
pol4   3.6    0.3311     25  1.5e-03
pol5   3.6    1.0159     25  1.2e-03
pol6   3.6    1.2636     25  7.1e-02
pol7   3.6    1.6017     25  0.13
pol8   3.6    1.4335     25  5.5e-03
